txt_id,text,dataset
LIPITOR.958,"Not aware of any side effects. I'm currently on the maximum dose allowable. 80mg/day. In an attempt to get my LDLs lower, my doctor is considering switching me from Lipitor to Crestor. ",CADEC
LIPITOR.794,Aching weakness in legs back and shoulders. Side effects subsided after lipitor stopped. The drug is toxic and will probably kill you before the high cholesterol will. ,CADEC
LIPITOR.964,None that I have noticed. My Cholesterol is under control and my tests are excellent. I have the liver checked each time I have bllod work and all is fine. ,CADEC
LIPITOR.970,pain!!!!! I felt like I had sever arthritic condition. even tried two times per week with same results. tried other statins with same side effect . presently on crestor one time per week with occasional side effect of mild pain. MD said one time a week can be very effective for patients that have reaction to statins. Have not had bloodwork as yet to see if helped. ,CADEC
LIPITOR.98,My mother developed dementia while taking this terrible drug. Since stopping she has not improved and now needs 24/7 care. ,CADEC
LIPITOR.73,"A friend om mine took Lipitor (all statins have similar side effects). He suffered terrible pains in hips, legs, hands etc Lost his muscular strength, had difficulties to swallow, problems with tinnitus and memory. The problems appeared little by little over the years. The best thing you can do for yourself and others is to educate yourself on this - and other medical issues. Read books, read patient stories and look at The Lipitor Paradox at u-tube. It`s a very funny and sad story. Also visit spacedoc.net for more information about side effects. ",CADEC
LIPITOR.743,"Exhaustion after exercise such as skiing or hiking. Heavy limbs. It works for reducing cholesterol levels, but after 6 years I'm increasingly wondering about the side effects and looking for alternatives. ",CADEC
LIPITOR.757,"First I was having cramps in my fingers, which is now not apparent. Recently my eyesight is not good, very blurry and my back pain has increased. My shoulders are inflammed and I am now going to the physiotherapist. My neck right down to my right shoulder blade is very very sensitive and very very painful. The pain has not subsided. I am depressed because of the pain, I can't do what I want to do, I have headaches and can't go to work. My concentration is poor. I also have heartburn and indigestion. I am taking pain relievers and anti-acids. Lipitor works to reduce my cholesterol from 8 to 5. My doctor says not to stop, however I did stop for nearly 6 months and I was well. When I got my cholestoerol measured however it went up and I was concerned so went back on lipitor. My son says he will find an alternative for me. Stay tuned. ",CADEC
LIPITOR.67,"Severe muscle cramping. Muscle weakness. Lipitor dropped my bad cholesterol immediately, however, I have noticed increasing muscle spasms and cramping. My hands, feet, legs, stomach and back muscles. I am trying to improve my health yet I can not sleep due to severe leg cramping. Crippling cramps. I told my Doc today that I didnt want to take Lipitor any more. She switched me to another brand that has less of the muscle side effects. My husband had to pull me out of the bath tub the other night, my thighs would not push me up! I now know I am not crazy. fingers twitching, making my mouse click on things I didnt want to click on. Legs twitching, especially in bed at night. And the awful cramps!. ",CADEC
PENNSAID.4,This drug enables me to be much more physically active with less dependence on pain relievers. I can bike at fairly high levels of intensity for as much as 25 miles. I haven't tried longer but I'm sure I could and getting to that level was a great accomplishment. I have had 6 knee surgeries including 2 partial replacements. Use it before exercise. Reapply after shower and before bed. Highly recommended! It has not eliminated the need for oral pain meds in all situatations but has helped. ,CADEC
LIPITOR.582,"Weakness in both legs, hip pain, knee pain, feet and ankle pain. Lower back pain. Muscle weakness from the pevis down to my toes! Could not stand comfortably for 5 minutes. Started seeing a chiropractor for relief-did not work. Stopped taking Lipitor 40 ml. and side effects started to go away after 5 days. Have some lingering aches in legs. ",CADEC
ARTHROTEC.140,"None that I noticed. I did take my blood pressure today though, and it was slightly elevated from the norm. I suspect the drug is responsible, but as I am only taking it short-term, I am not overly concerned. I had acute shoulder tendonitis and was in absolute agony. Within 24 hours of taking this medicine, the inflammation was reduced dramatically and I have continued to improve, gaining back more of my range of motion with each day. ",CADEC
LIPITOR.596,"I HAVE BEEN ON LIPITOR, 10 MG FOR 1 1/2 YEARS NOW AND AM NOW EXPERIENCING ANKLE, CALF, THIGH PAIN. SOMETIMES IT FEELS LIKE EVERYTHING ON MY BODY HURTS. SHOLDERS, HANDS, I CHALKED IT UP TO BEING 58 AND MAYBE ARTHRITIS BUT AFTER READING ALL OF THE VIEWS FROM OTHERS ON LIPITOR I AM CONSIDERING STOPPING IT TO SEE IF I GET MY OLD SELF BACK AGAIN. I TOO, AM VERY TIRED LATELY AND NEVER FEEL RESTED UPON AWAKINENING. MY CHOLESTEROL ALSO CAME DOWN FROM 250 TO 150 BUT I DID FEEL BETTER AND HAD ALOT MORE ENERGY A 1 1/2 AGO. I WILL MENTION THIS TO MY DOCTOR TO SEE WHAT HE HAS TO SAY. ",CADEC
VOLTAREN.28,"Stomach cramps, diarrhea, fatigue. ",CADEC
LIPITOR.541,"So sad to see so many with problems like mine! Progressively worsening problems with joint pain, muscle pain, depression and tiredness. Doctor has ran all sorts of tests and oculdn't find anything wrong, everyone was pointing to arthristis. I stopped taking Lipitor and many of the problems went away after 2 days. I'm not going back to it. ",CADEC
ARTHROTEC.8,"No side effect to begin, but now starting to upset my stomach even while taking with food and plenty of water. Didn't work for me. Still can't sleep, can't work without pain. Didn't see any positive change. ",CADEC
LIPITOR.227,"I've been taking LIPITOR for a few years (had been on Baycol),. a couple of years ago, I began experiencing increasing joint and muscle pain that is now so severe that I am wodering if it's worth living with such pain. I'm very depressed. The pain is often so severe that it limits my ability to walk and climb stairs, to lift anything heavier than a few pounds. I've had some excruciating thigh cramps, and more recently, I have noticed a generalized weakness all over my body. It scares me to stop taking some statin drug because my cholesterol was very high without them, but my quality of life is so drastically affected that I think I have to. I believe it's very dangerous stuff. ",CADEC
LIPITOR.233,lethargy and leg soreness. ,CADEC
LIPITOR.555,"Lower back pain, stiffness in joints. ",CADEC
VOLTAREN.14,"Eye problem, noticed after 1 day my vision was not the same, seem to be harder to focus, After putting 2 an 2 together I stopped taken the Voltaren Rapid 50mg, It has been 5 days sens I stopped taken them and my left eye is getting bad, loss of colour depth and everything is smaller and takes longer to focus then other eye,. dont take them,. ",CADEC
LIPITOR.6,"At the beginning I did not had any side effects, until a few months after start taking Lipitor I experienced pain in the lower legs, sometimes I could not even walk in the mornings my muscles were very stiff. After consulting with my doctor he told me to stop taking Lipitor until the pain went away and to start taking it after the pain was gone. I followed the doctor's order. After a few more months of taking Lipitor I began to develop severe pain in the muscles in the shoulder area, upper back and neck, the pain and stiffness of my neck was so bad that sometimes I couldn't even turn my head when I was driving. I went to my doctor and she thought it was stress. I took off work for a month and during this time I tried to relax and the pain did not go away. I decided to be off Lipitor on my own and within a couple of weeks, the pain and stiffness from the neck and pain in the shoulder and back is going away, I feel much better now that I am not taking Lipitor. I do not think I will take Lipitor ever again, the problems that have been causing me are too much to risk my health again. I will look for alternatives ways of reducing my collesterol. ",CADEC
LIPITOR.569,"Severe (burning) pain in upper and lower left arm and left hand, stiffness and pain in both knees, pain in upper back (over left shoulder blade). Pain in both elbows. Pain in left arm at night intense that I can't sleep and no position seems to relieve it. Have ceased to go to gym, as this is wholly impractical, given my loss of fitness. Pain is so intense that pain killers do not help. I cannot understand why this condition should come on so suddenly. It started with a flu-like symptoms, three to four weeks ago, followed by pains in my left knee. I am presently being tested for arthritus, but there is no history of arthritus in my family and I am just 61. The pain has been so intense that my life is being made a misery. Will now stop taking Liptor having read the comments on this site and hope I recover. Assuming Liptor is the culprit I am really annoyed with my doctor. and will tell him so. I went to him feeling totally OK nine months ago and he advised me to start taking this drug. Better to live ten years feeling OK and then drop dead of a heart attack, rather than commit suicide to escape the intense pain caused by a prescribed drug. . ",CADEC
LIPITOR.390,"depression, exercise intolerance, muscle weakness, memory problems, including 2 periods of amnesia, each lasting several hours, nausea and vomiting. lowered. ",CADEC
LIPITOR.384,"The same as many people reported muscle aches as well as tingling in arm and hand, sore shoulder,fatigue,poor sleep although it did lower my cholesterol, I was not warned of the symtoms. Surprisingly when I told my doctor I was having these problems he did not suggest stopping the lipitor nor did any of the other specialists I went to see for these symptoms, a friend told me about the side affects after I told her my symptoms, she said they were the same as statins and what was I taking? Lipitor! I have since changed doctors because my doctor told me he did not believe it was the lipitor since it should have affected me on both arms and hands, but as soon as I stopped the lipitor I stated to feel better, it has been three weeks now I still have some pain in muscles, but severe fatigue is gone, Problem now is my new doctor is suggesting Pravachol! I would rather live a shorter life than suffer the pains and fatigue for many years. ",CADEC
LIPITOR.435,"fuzzy vision, bad because I only have vision in one eye. A month after quiting, it has NOT gone away. migraine almost daily, tintinitus,. Since I found later that vision problems were listed as a side effect, I have great concern that my doctor, who was aware of my vision problems, prescribed this drug. ",CADEC
LIPITOR.353,"I have been on Lipitor 40mg. for 2 years. GREAT results. Went from 256 to 135 and LDL from 201 to 65. In the past 3 weeks, I have been experiancing TERRIBLE abdominal pain, shortness of breath, and EXTREME muscle pains. I'm a pharmacist, so I know all to well what these side effects are from. I've stopped taking it, but the effects are a slow go. I would NOT reccomend lipitor to anyone. ",CADEC
LIPITOR.347,Severe back and neck pains that led to severe headaches. Stopped taking it after 3-4 weeks. since then it has cleared up. ,CADEC
LIPITOR.421,"After taking Lipitor(20mg)for 11 months, developed flu-like syptoms such as dizziness,nausea, muscle aches,loss of energy & productivity, headaches (which I never get). Have had these symptons for more than 60 days. Quit taking Lipitor 2 weeks ago. Still no change in side affects. I was very active and in good health prior to taking this medication. Lowered my cholesterol from 260 to 170. Doctor states side affects are very rare and thinks problems are not related. Recommend exercise and proper diet to achieve results. Please do not take this medication. I came across this web-page as a last resort for my agony. Thanks to others for contributing. ",CADEC
LIPITOR.409,I feel fine while I am on it. No side effects. My Cholesterol went up after a couple day without it. I had my blood work and the cholesterol is 291. I have Hypercholesterolemia. ,CADEC
ARTHROTEC.21,"Didn't have much pain relief, and within a few days of starting the meds I began having cramps and heavy vaginal bleeding. My period ended last week and this med made me have another one!. ",CADEC
ARTHROTEC.35,"While this medicine did help with my pain, the side affects out-weigh the benefits. My menstrual cycle is completely out of whack, I'm bleeding several times a month. Nausea occurs when I'm hungry - very odd. Irregular cramping. This has been to date the only medicine to relieve my hip pain, but it's affecting my quality of life. Who wants to have their period all month long and be non-stop nauseous?! If they ever fix the kinks I'll be the first in line, but at this point I don't consider this a safe medication. ",CADEC
LIPITOR.192,"Muscle aches in arms and chest. It worked and got my cholestrol down to normal, a drop of 60 points in three months. ",CADEC
LIPITOR.838,"I have never been so miserable in my life. Started out with severe back spasms, then had intense pain in my knees and spasms all throughout my legs. Weakness in my right arm. The worst of all was feeling like I was walking through waist-deep mud, I simply could not walk. Extreme anxiety as well. I had no idea what an evil poison this is. My doctor never told me any of the side effects but since then I have learned of so many people with the same problems. Taking 200 mg/day of COQ10 has helped immensely as well as the potassium of bananas. ",CADEC
LIPITOR.186,"10mg; after 1.5 years waking up fatigued even after long sleep; unexplained pain in the right foot; and feel lethargic during the day. Blurred vision (thought eyes tested fine during last visit to eye doc) and joint pain. Bypass @40yr + diabetic. Was put on lipitor immediately before the surgery 1.5 years ago. Had initial funny feeling in the head after starting the medicine, but (as it seems) began to tolerate. Have well controlled diabetes through diet+exercise (<5.5 HbA1c)! Lipitor related symptoms (lack of enthusiasm, short term memory loss, muscle pain, bone/joint pain)are showing up (Liver Enzymes were OK in the last blood test, however). Metabolic syndrome is genetic, since my 8 and 4 year children tested with High LDL. Simply don't know what to do to bring LDL down. At this stage it is not clear what is better of the two evils: Lipitor or High LDL? And how to lower LDL without the side effects of statins? Vegetarian diet (approx. 5% saturated fat) and Exercise is already close to perfection based on the available information, but still left elevated LDL/HDL ratio to 5+ if not on Lipitor. ",CADEC
LIPITOR.810,"Within 1 month time developed severe depression, inability to pull myself from bed, headaches everyday, and felt like I was coming down with flu. I will never take statins again. My doctor referenced Lipitor as a. ",CADEC
LIPITOR.804,"back ache, dizziness, leg cramps on exercise walk. Been on it 10 days; started Diovan 4 days ago. Side effects really kicked in over the last day or so. Don't which is the culprit since similar side effects are attributed to Diovan. any insights?. ",CADEC
LIPITOR.151,"Absent mindendness, trouble concentrating, blurred vision, headaches. I am satisfied as the drug has been hugely successful on my Cholesterol levels. However, I am posting this due to my side effects which I have linked to the drug. ",CADEC
LIPITOR.637,worked well on cholesterol level and even better on tryglycerides. ,CADEC
LIPITOR.623,"skipping heart beats, fast and slow heartbeat, leg pain, chest pain, extreme tiredness, depression, severe arrythmias. Went to emergency room with severe irregular heartbeat. Stayed in hospital 2 days, nothing was diagnosed. Went to cardiologist after release, he took me off of Lipitor. All side effects disappeared within 2 or 3 days. I have severe heart disease. ",CADEC
LIPITOR.145,Suffered from depression after taking lipitor but did not realize connection. Stopped taking lipitor and depression left within days. I wouldn't take lipitor in any dose at any time. It made me realize the dangers of drugs. ,CADEC
LIPITOR.179,"It made me extremely hyper, I could not do things fast enough. My doctor had me try it although my cholesterol level was only 205. I told her about my misgivings but she thought I would do ok on it. I even questioned her about the liver damage it can cause but she said it hardly ever happens. In less than two weeks I was so hyperactive I thought I was going crazy. I worked overnight at my job and I was trying to do things so fast that I would frustrate myself. My brain also felt like it was kicked into high gear as if I was on constant alert for something. I stopped taking Lipitor after two weeks and told my doctor. She said if it was the Lipitor she had never heard of that happening to anyone before and recommended I continue its' use. I stopped and now refuse to use it. At my last physical she said she was happy that I was so healthy. I exercise 5-7 days a week, lots of biking and running. EKG perfect, tri's were perfect, blood sugar perfect, etc My blood pressure is constantly around 106/72. My cholesterol was 212 so she tried to pu. ",CADEC
LIPITOR.178,"Fuzzy thinking, blurred vision, muscle/foot pain. DO NOT TAKE THIS MEDICATION. Look for natural remedies instead such as Red Yeast Rice supplements and eating healthier. Doctors should tell us about all the natural things to try first before turning to big drug companies! The drugs will kill you quicker than the original problem if you're not careful!. ",CADEC
LIPITOR.622,"Made a BIG improvement in cholesterol and triglycerides, but in the three years I've been on it have had extreme fatigue, muscle weakness, depression. In recent months I've had chronic elbow pain in both arms. It just occurred to me that it might be the Lipitor and this site has convinced me. I just threw away a bottle with 10 pills remaining and am going to continue with my diet and exercise. Hope my energy level returns. ",CADEC
LIPITOR.144,the muscle spasms in my legs were so bad I had difficulty climbing 4 stairs - highly unusual for me. you need to keep on top of these drugs because the dr. doesn't always monitor enough. I wouldn't have known what was wrong with me if I hadn't seen an ad on t.v. for this med. describing side effects. Dr said it was vitamin C deficiency. I stopped the lipitol and the symptoms went away. I would have believed the dr. if it weren't for a kind pharmacist who said I should get a second opinion. ,CADEC
LIPITOR.150,"I've been taking 20 mg.lipitor daily since 1989 or 1990. no side effects to date and I have liver functions tests every six months. I tried other statins before lipitor, but they didn't have the affect lipitor did. ",CADEC
LIPITOR.636,no side effects to speak of. ,CADEC
LIPITOR.805,"pain in both legs, unable to climb stairs for eight months,unable to stand for any time with out extrem pain in knee joints. When I notified the prescribing doctor ther was a problem, he eventualy said that there is a problem with the medication and the pain in the legs should subside in eight or nine weeks. It finaly took fifteen weeks and left me with two failed knee joits that were perfect before taking the medication. The product should be removed from the market for further evaluation. ",CADEC
LIPITOR.811,"My husband was on 10 mg for several years. increasing muscle pain in legs, right hip, depression. Went to 20 mgs and had heart palpitations and more severe pain. Thank, God, we went on a 10-day vacation. He forgot his Lipitor and pain decreased dramatically. We were able to make the connection. I want to shoot his doctor. When we returned from vaction he tried to start his dose and experienced flu-like symtoms and all-over muscle pain. Get off of it if you can. ",CADEC
LIPITOR.839,"blinding headaches, neck and shoulder pain. Memory loss and at times find it difficult to work. severe fatigue with aches and pains. Prior to taking this medication I felt great and look forward to getting back to my old self again. I have been off lipitor for almost 2 weeks and still feel pretty lousy. ",CADEC
LIPITOR.187,"1/7/05-Chest pain, general weakness, depression, anxiety, just not myself , insomnia, fatigue, memory problems, inability to concentrate. Doctors unable to connect the dots (Lipitor = above symptoms). Sure it lowered my cholesterol. But at what cost? I told my doctor I was feeling weak. He commented I see NO reason for you to be weak (Even though he prescribed the Lipitor for me) Well needless to say that was the last time I saw him. I thought I had MS,Lupus,Fibromyalgia or some other illness that has the symptoms I was experiencing. I found that Lipitor could be the reason for all of these symptoms. So, on my own, I stopped the Lipitor (I was only on 10mg per day) Within 48 hours I felt my mood elevating back to normal. So far (I've been off of it for about 5 days now), my chest pain has improved by about 75%. This is no coincidence I am certain. Hopefully my other symptoms of fatigue, anxiety, memory and insomnia will alleviate as well. By the way. my new doctor had prescribed an anti-depressent for me. I never filled it, as my instincts told me it was something more. I am generally a well balanced type of person. My depression did come on rather sudde. ",CADEC
LIPITOR.193,"Was on LIPITOR for 18 days. Developed sore legs, sore back, general tiredness and my head was foggy . making it difficult to concentrate. At day 16, developed excruciating toothache (that moved from day to day). Gave up on day 18. At end of day 19, the toothache had gone. I would not recommend this drug to anyone. My father-in-law was on the same drug to defeat cholesterol and ended up in a wheelchair with symptoms of Parkison's disease. He died of a massive heart attack last year. ",CADEC
ARTHROTEC.34,"Bleeding mini periods, lightheaded some time, finger tingling when I wake up. ",CADEC
ARTHROTEC.20,"I was experiencing lower back pain & noticed my spouse had some arthrotec 50mg anti inflammatory pills left. So i read about it online then decided to take one. Then about 20mins later i had MAJOR menstrual cramps & started bleeding. i had rlly bad sickness & ended up puking. . thank god i got the pill out my system, the pain stopped 10mins later but i am still menstrating. This drug cant be good for you if it brought my period on when ive only just finished my last cycle 10 dyas prior to taking the drug! I would not reccomend taking this drug if it hasnt been suggested by your physician. I wont be making that mistake again!. ",CADEC
LIPITOR.408,pain in my left leg and most of my joints. ,CADEC
LIPITOR.346,"I developed constipation and flatulence, which I had rarely suffered from before taking Lipitor. I developed hemorrhoids and even after increasing fluids and correcting the constipation, they did not go away. After a year of taking Lipitor my urine started feeling as if it was corrosive when it touched my skin and I developed a rash that I could not get rid of. About a month ago, I started to get muscle problems in my legs that made it difficult for me to get up from a sitting position. I have also been experience tremendous neck pain in my shoulders that was causing severe headaches. After two weeks off Lipitor my rash and the hemorrhoids are gone. The weakness in my legs seems to have diminished somewhat in the last day or so, making it easier to get up from a sitting position. My neck is still a problem and has not really improved but I am hoping that it will get better over time. ",CADEC
LIPITOR.420,Sore muscle all over my body. Especially my lower back when I got up in the morning. I ran my own test. I stopped taking the Lipitor and the lower back pain in the morning disapeared. Then I started taking Lipitor after one week and the lower back pain returned. I ran this test several times. ,CADEC
LIPITOR.434,"Burning of tongue, dry throat and mouth. I took Lipitor for two months and I decided to discontinue taking it and see what happens. ",CADEC
LIPITOR.352,"After 3 years, I have very painful muscle aches in the neck and back, pain in my knee, severe headaches (getting worse), pain in leg muscles. Interestingly, my new doc took me off lipitor a week ago. I thought I had a severe medical problem like fibromyalgia, brain tumor, etc Within this week, a lot of my muscle pain has gone away. The tightening of neck muscles was causing headaches. I am now headache free!! Hope I continue to improve---will have to now address cholesterol as it worked wonders with that. ",CADEC
LIPITOR.385,"Severe myalgia. Symptoms developed and progressed gradually, but stopped within one week of stopping Lipitor. Very effective at lowering cholesterol but if you are prone to muscle inflammation or other connective tissue pain (due to rheumatoid arthritis or fibromyalgia for example) I would be very cautious. My symptoms developed gradually enough that I assumed I was relapsing with rheumatoid arthritis -- I was astounded to find the problem was Lipitor. I had lesser problems with Pravochol but have come to distrust all statins. I am focusing on diet, time-release naicin, and fish oil instead. ",CADEC
LIPITOR.391,"Exhaustion, malaise, upset stomach/constant hunger. Tried 5mg/day for three DAYS. Just can't imagine taking this drug any longer. Tried 10mg/day for 8 days one year ago with same side effects. ",CADEC
LIPITOR.568,"Extremely dry mouth, severe joint aches, muscle cramps in lower legs, sever swelling of feet, hands and ankles, difficulty breathing, tired, memory loss, mild depression, diminished eyesight. While these symptoms crept up on me over an 18 month period, I like many people assume it's an age thing . I just turned 50 and family and friends would laugh about my forgetfulness. The severity of that memory failure frightened me enough to do extensive research on Lipitor. I stopped taking it the next day and within 72 hours my swelling decreased significantly, muscle aches and joint pain disappeared, memory loss is not as severe, breathing is easier, stamina is back etc I mentioned these same things to my cousin who has since stopped taking it as well. She can't thank me enough for giving her life back! I haven't told my doctor yet, she doesn't like when I am informed. need to change doctors. ",CADEC
LIPITOR.7,"I am a physician. I have been on simvastatin, pravastatin, and now atorvastatin. My joint pains are severe and I have developed a dys-motility, irritable bowel syndrome of the sigmoid area and descending colon with obstipation and constipation that is very bothersome. Cannot take statins and I agree with most other comments of patients on fatigue and joint pain and short term memory dysfunction. ",CADEC
VOLTAREN.15,"my feet would turn red or purple, but otherwise no side effects. It didn't seem to help my feet at all. Didn't even decrease the pain a little bit and by the 8th it seemed to make it worse. I'm taking a break for a couple days and then might try it again. ",CADEC
LIPITOR.232,"The worst gas I've ever experienced! I mean smelly and painfull! Diarhea, headache, backache, runny nose. 1 week on 40mg. Am stopping it now before anything else happens!. Why did my doctor start me on such a high dose? No warning of these side effects- I mean the gas and bloat is so bad I can't go to work. ",CADEC
LIPITOR.554,Extreme burning feeling and numbing of my feet that progressively got worse. had to stop after a month and a half. Burning went away with 3 days. ,CADEC
LIPITOR.540,"After about 4 months of taking Lipitor, one day while walking, my left leg, below the knee, experienced intense pain and stiffness. Symtoms have persisted for a week and after reading the comments on this board, I am stopping it. While it worked well by lowering my cholesterol, I had no idea this was a side affect. ",CADEC
VOLTAREN.29,Stopped pain and muscle spasms the next day! I now take it as necessary. I also take a buffer with this. It is misoprostol 200MG. ,CADEC
LIPITOR.226,"Massive hair loss, extreme joint stiffness (esp in my right knee - it would just lock-up), heart palpitations, heavy depression, skin and eyes swollen and itching. I have taken it for a long time and only in the last year have these symptoms occurred - perhaps these are long-term usage effects. I don't know why this drug is even being allowed to be sold!. ",CADEC
ARTHROTEC.9,"vomitting - I have to fight to not throw up I am supposed to take this twice a day - but it makes me soooooo sick that I take literally as I a going to bed, so that I am asleep before the sickness kicks in. I have tried and tried to take the day dose - but I would rather live without the sickness - its just too awful. very painful joints - but with this tablet, the pain is much much reduced. If I miss a couple of days I really know about it. If I could find the same sort of thing without the EXTREME nausea - I would switch drugs in teh blink of an eye. ",CADEC
ARTHROTEC.141,"I took the drug only once, at about 9:00 p.m. 15 minutes later I experienced dizziness, nausea, and stomach pain, followed about 10 minutes later by level 6 pain in major joints (knees, hips, shoulders, elbows, hands). Elevated blood pressure and heart palpitations. Still felt somewhat dizzy and sick the next day. Extreme gas in stomach and intestines for several days afterward. Had acid reflux-type symptoms for a few days, though I have never had reflux. Evil drug!!. ",CADEC
LIPITOR.597,General depression and severe insomnia. Irrational feelings of impending doom. It took 6 weeks for side effects to subside after I quit taking the drug. ,CADEC
LIPITOR.583,"weight gain, confusion, depression. STOP Taking LIPITOR. This drug will hurt you more than help you. Pfizer should be sued. ",CADEC
LIPITOR.756,pains in my hip- depresion and mood swings. ,CADEC
LIPITOR.66,"muscle spasms and pain, joint pain, headaches, memory loss, skin rash, depression, insomnia. Although I complained to my doctor about the muscle and joint pain she insisted that I needed to take it so the fat would get out of my liver since my liver enzymes were elevated. ",CADEC
LIPITOR.72,"Depression, bursitis in left hip didn't respond to 5-6 cortisone shots, PT, toes hurt when sheet touched, MEMORY LOSS-severe, dizzyness, in a FOG bottoms of feet hurt, felt like shin splints,tingling in 2 fingers of left hand. Went from 1 specialist to another-no one seemed to put it together since I only said those things that related to their specialty. Finally fingers began to tingle psychiatrist suggested nerve damage. That niite I got online put in 17 symptoms no matter how unrelated & came up with this site as first choice. THANK YOU ! I read & ried-I was NOT crazy! I hadn't included Depression as my memory retnd I checked I had been on LIPITOR years ago when I had my first MMDepression! I found that I had been of and on since the late 90's! My ex owned a pharmacy which has since closed and used to fill the Rx-he was on also. I'll have to depend on Drs record to estab dates. I have not taken any since that nite-called cardiologist office told to stay off for a mth. Called back this week. After another mth they will do more bloodwork. I met w/Primary Care today-ordered blood tests & referral to the Neurologist. Appt w/orthopedist M,PsyT, I refuse to take another statin Changed way I eat in March & #'s went Way down TC 152,Tri 70,LDL 64,HDL74. My mind is more imp than any drug. Still in PT & have pain but I can live w/that. Talk to Atty Fri. We ALL need to sue as Docs are only aware of muscle issues!. ",CADEC
LIPITOR.742,"Joint pain in shoulder, I could not lift my arms over my head. Extreme pain in upper back area. Pain in knees, short term memory loss. Although the drug actually took me from a TC of 250 down to 174, the side effects were just too much to bear. I was taking pain killers to numb out the pain from this drug. Unfortunately upon stopping my cholesterol went to 280 in 8 weeks. I am now starting Pravachol.  ",CADEC
LIPITOR.971,"None for three years, then bam! Toes became so painful I couldn't stand it, as did leg neuropathy. Lipitor made my cholesterol numbers improve greatly for three years. But alas, the side effects finally showed up with a vengeance, and I can no longer take Lipitor. ",CADEC
LIPITOR.99,Torn ham string. Had months of aquatic therapy & it did not help. Finally I had such pain in both legs in my upper thigh and upper leg by my hip area that I could hardly stand it. I had noticed 5 years prior to this that my muscles seemed to never feel the same as before I started on a statin drug. I kept thinking is this old age. It got so bad that I could hardly walk after sitting for any period of time. I finally called my doctor and was advised to stop the statin drug. It took a few months for the pain to subside. I took 40 Mg for 10 years. It brought my cholestrol down but I could not stand all of the muscle pain. ,CADEC
LIPITOR.965,"Joint pain in the knees and hips. Pain in the shoulders. A tingling sensation in the back of my neck. Tinnitus. Weak muscles. Lipitor did lower my cholesterol, and I had no side effects for 2.5 years. Now my legs , shoulders, and hips ache. The most acute pain is in the legs. Stiffness is more prevalent in he morning. Getting out of bed is painful. The nurse practitioner did admit that these side effects can occur after 2 to 3 years. She suggested that I stop taking it for a few weeks. I stopped 2 months ago, and will not take it again. The tingling in the neck has stopped, but the leg and shoulder pain has not abated. I am 70 years old, weigh 167 lbs, exercise daily, don't smoke, and eat fruits and vegetables. I drink wine in moderation, haven't drank coffee or tea in over 20 years, but I do eat red meat in moderation. I will take my chances with elevated levels of high cholesterol, and only hope that the muscle damage is not permanent. ",CADEC
LIPITOR.795,"Body aches (knees, back and especially chest) which increased with time, lethargic, short term memory lacking, concentration is worse than ever. Worked wonders for my cholesterol but ruined everything else. I kept telling my doctor about the body aches but he always blamed it on something else. stress, anxiety, lack of exercise. I'm still on the lipitor but I'm contacting my doctor to try another cholesterol med. I'm glad I came across this site. ",CADEC
LIPITOR.959,neck pain/back spasms/foggy thinking/insomnia. I took this drug for 1.5 years. Great results. but the side effects were very negative as listed above. My dr. reviewed my complaints and agreed that it wasn't worth it. I am going to do a diet and excercise change. 60 days blood check and then look at natural options/red rice/increase omega 3/ect. No more statins for me. I don't have plaque so I have options. My husband has a high plaque count so he doesn't. ,CADEC
LIPITOR.781,muscle aches in arms. ,CADEC
LIPITOR.961,"I just had a blood test done as part of a routine physical. Some values indicate liver disease. Wondering if it is from Lipitor. Has anyone else out there developed liver damage from Lipitor. Please e-mail me. Lipitor seems to work, but I am very concerned about the side effects now. I have been taking Lipitor probably over 5 years. Also have experienced leg cramps, mental confusion, but thought it was just the aging process. ",CADEC
LIPITOR.89,My levels went from 518 down to 175 to 190. No muscle pain or side effects. I also take 2000 MG of Niacin a day. Liver functions normal. ,CADEC
LIPITOR.975,"Extreme tiredness, dizziness, memory loss, moody. ",CADEC
LIPITOR.785,"I female, 5 feet 7 and a half inches tall, 117 lbs. I do not smoke and have never smoked. I do not have high blood pressure, nor have I ever had it. I am not diabetic. I am 45 and a half years old and was on 20 mg of Lipitor due to genetically high LDL for a period of seven months. At that point, I started having terrible, migratory joint pain all over my body that was very distinct and pronounced. I also had disabling fatigue and flu-like malaise. Some nights I would go to bed at 6 pm and not get up until 8 or 9 the next morning. I was quite ill. My doctor did tons of lab work to rule out things like rheumatoid arthriitis, lupus, Lyme disease and active parvovirus infection. These all came back NEGATIVE. Finally, I was taken off Lipitor to see if the drug had anything to do with my symptoms. Within 72 hours I noted an improvement; within seven days, the symptoms were completely gone and I was restored to health. I will not ever take Lipitor again as I believe it is liver-toxic and slowly poisons the patient. It did a great job of lowering my LDL (173 down to 60). My total cholesterol went from 238 down to 143. However, it nearly killed me in the process and I believe it is almost like a slow-acting poison. ",CADEC
LIPITOR.791,NOT YET. ,CADEC
LIPITOR.949,Daily headaches. I also started on hormones and thought that might be causing them but as I'm reading this I'm thinking it's the Lipitor. I haven't been on it long enough to know if it reduces my cholesterol but even if it does I don't know if I'll continue to take it if the headaches don't go away. ,CADEC
